# X0 Y0 Z0 sigma0 atan step X Y Z sigma
407 -130 843664 0 2643063 6 404 -136 3486727 1
271 -136 -1914393 1 628270 3 288 -103 -2542663 0
427 40 1765610 0 145669 15 427 40 1911279 1
161 111 -1936431 1 513490 5 158 116 -2449921 0
-327 347 2044807 1 1061016 2 -413 265 983791 1
120 -23 -1089364 1 872174 10 121 -23 -1961538 0
201 441 1057933 1 4060172 13 201 441 -3002239 0
-279 -106 506603 1 4063366 4 -272 -124 -3556763 0
-403 23 -2050356 0 683207 10 -403 24 -1367149 0
-21 413 306977 0 544383 3 30 416 851360 1
32 -371 -1039059 1 577655 9 33 -371 -1616714 0
160 505 -228111 0 2776301 10 160 505 2548190 1
348 -246 809433 0 1911300 3 317 -289 2720733 1
-103 -188 -1310848 0 1415077 9 -104 -187 104229 1
-135 -403 215331 0 3510605 7 -139 -401 3725936 1
242 -317 987156 1 3885262 5 252 -310 -2898106 0
-48 18 -1237100 1 1215037 6 -48 17 -2452137 0
74 75 -2006834 1 747565 8 74 75 -2754399 0
-353 66 483312 1 1848715 4 -357 43 -1365403 0
-360 -477 -976270 1 788164 12 -359 -478 -1764434 0
-11 135 167643 0 3720594 5 -7 136 3888237 1
-57 370 1346771 0 1676989 0 313 427 3023760 1
405 -79 -1464557 0 893857 6 403 -85 -570700 0
237 267 -1216177 0 3326170 11 237 267 2109993 1
111 -135 631995 1 2617157 7 113 -135 -1985162 0
-36 -118 -708865 0 1851533 7 -37 -117 1142668 1
-157 -203 1816387 1 2013817 12 -156 -204 -197430 0
-288 467 2039589 1 1571635 12 -288 466 467954 1
89 -321 -1298542 0 899140 13 88 -321 -399402 0
-230 404 -1216154 0 1284872 4 -205 419 68718 1
165 218 43708 1 3947969 4 152 228 -3904261 0
-461 466 166181 0 2260865 11 -461 467 2427046 1
-94 -232 -693734 0 3199169 5 -102 -229 2505435 1
0 368 -787633 1 334082 12 0 368 -1121715 0
70 -483 -263589 0 1389768 6 62 -484 1126179 1
334 35 -966464 0 1295680 5 335 25 329216 1
-184 59 -818003 0 2361888 13 -184 60 1543885 1
-358 142 1676142 1 1818321 8 -358 140 -142179 0
293 135 -1749803 1 1380757 15 293 135 -3130560 0
254 43 -129140 1 2983325 12 254 43 -3112465 0
292 200 -1723297 0 3297070 8 292 199 1573773 1
-462 252 -205607 0 377222 7 -461 256 171615 1
-12 -199 -2074912 0 3578238 4 -25 -198 1503326 1
-377 -286 505007 1 262577 5 -368 -298 242430 1
410 -69 1032769 1 2860717 2 428 33 -1827948 0
-190 -332 649933 0 2673070 12 -191 -331 3323003 1
156 165 1976605 1 3191339 10 156 165 -1214734 0
-165 369 1534291 1 567441 14 -165 368 966850 1
-407 -463 891652 0 522137 9 -408 -462 1413789 1
-118 -476 1030236 1 3926862 12 -117 -477 -2896626 0
485 267 653181 1 3247613 12 485 267 -2594432 0
-450 15 290296 1 741276 8 -450 13 -450980 0
309 -414 746306 1 1704069 4 335 -395 -957763 0
314 314 -271148 0 3785747 12 314 314 3514599 1
-452 15 1527267 1 913356 0 -467 -437 613911 1
347 -319 1984180 0 1451892 2 267 -405 3436072 1
-84 -392 951147 0 2193516 15 -85 -391 3144663 1
-50 -294 1630496 0 1505286 6 -55 -293 3135782 1
88 295 -1068313 0 320950 6 92 294 -747363 0
285 108 -1708738 1 884329 9 285 108 -2593067 0
-153 -158 1589620 0 481486 9 -154 -157 2071106 1
325 -30 -587861 0 1825652 7 324 -32 1237791 1
-110 392 -1891810 0 15701 0 282 502 -1876109 0
18 262 -2007895 0 2659481 2 83 258 651586 1
-393 -269 950297 1 1555703 6 -388 -276 -605406 0
289 190 573996 1 2572797 11 289 190 -1998801 0
243 -401 -961171 1 2868904 4 269 -386 -3830075 0
-246 -52 -552837 0 252924 6 -247 -48 -299913 0
-101 356 614211 0 3293205 13 -101 357 3907416 1
457 44 -1143981 1 2545167 11 457 44 -3689148 0
76 72 -721611 1 547866 15 76 72 -1269477 0
445 -36 -914675 1 1646493 1 463 186 -2561168 0
234 -39 -52 1 1520666 15 235 -39 -1520718 0
-428 -357 -125612 1 3865270 8 -426 -359 -3990882 0
-387 60 75517 0 3130932 10 -387 61 3206449 1
-273 -33 278161 0 3708086 5 -275 -24 3986247 1
-175 291 1365389 0 568801 4 -157 302 1934190 1
409 286 -1810678 0 2667590 4 426 261 856912 1
130 -221 -2026979 0 2187701 3 102 -237 160722 1
387 -32 1771262 0 115412 11 386 -32 1886674 1
-109 34 -379226 0 154811 14 -109 35 -224415 0
-467 -324 -1877690 0 2341954 12 -468 -323 464264 1
379 -107 -22085 0 3377943 1 325 -296 3355858 1
-439 -223 -1532431 0 4077934 13 -440 -222 2545503 1
-111 90 1827389 0 1659395 14 -111 91 3486784 1
73 9 1979812 1 990101 11 73 9 989711 1
-301 252 -1915892 0 1626745 12 -301 253 -289147 0
-28 -446 -2017520 1 1651017 4 0 -448 -3668537 0
450 100 -1790064 0 1424403 4 456 72 -365661 0
228 -395 -918088 1 2665836 3 278 -367 -3583924 0
-5 -412 -486961 1 2870336 2 98 -414 -3357297 0
-230 -177 926098 1 3946665 10 -229 -178 -3020567 0
393 -156 395881 1 3539447 4 403 -132 -3143566 0
-349 -424 -2016695 1 2083568 9 -348 -425 -4100263 0
-166 290 143736 0 2581746 3 -130 311 2725482 1
-491 333 -978180 0 2080696 10 -491 334 1102516 1
392 -90 1725760 0 985724 9 391 -90 2711484 1
392 210 -1745320 0 1519274 7 393 207 -226046 0
-5 -319 1109483 1 1240882 12 -4 -320 -131399 0
357 -144 -924520 1 2836101 6 360 -139 -3760621 0
79 -407 -1197928 0 143021 5 66 -409 -1054907 0
460 -92 -1465117 0 3544825 7 459 -95 2079708 1
-97 -209 -336577 0 553063 6 -101 -207 216486 1
497 -71 -899700 1 1924109 8 498 -70 -2823809 0
-16 64 -1336054 0 2563729 13 -16 65 1227675 1
86 -474 1700169 0 2204409 13 85 -474 3904578 1
-376 278 -1737694 0 1053257 12 -376 279 -684437 0
298 -53 735505 0 1421788 12 297 -53 2157293 1
-321 -285 416493 1 667210 3 -285 -326 -250717 0
-478 -145 -1292253 0 1350579 13 -479 -144 58326 1
-176 386 -1402664 0 1298475 10 -176 387 -104189 0
463 -320 471570 0 122124 11 462 -320 593694 1
283 -14 -1647359 0 679931 7 282 -16 -967428 0
336 -107 -419097 0 188468 2 309 -191 -230629 0
-440 340 865794 0 2307209 6 -435 347 3173003 1
-166 396 -2015725 1 324638 1 -364 313 -2340363 0
-101 -28 -166269 1 2371430 11 -100 -29 -2537699 0
-257 370 694688 1 175197 8 -258 368 519491 1
373 -256 1133019 0 997279 4 357 -279 2130298 1
357 309 1269739 1 2500762 6 353 314 -1231023 0
-261 -281 -206979 1 1341661 12 -260 -282 -1548640 0
29 50 1429699 0 2515681 13 29 50 3945380 1
-287 -378 1085487 1 1516136 5 -275 -387 -430649 0
-433 -465 -505338 1 932351 7 -429 -469 -1437689 0
-321 -318 -559524 1 1215012 1 -162 -479 -1774536 0
165 335 1861522 1 393757 15 165 335 1467765 1
-238 355 697515 1 2020076 2 -326 295 -1322561 0
348 301 674806 1 898133 13 348 301 -223327 0
-324 268 -687286 0 2964064 9 -324 269 2276778 1
115 -131 1568977 1 555068 5 120 -128 1013909 1
452 -213 1807883 0 98309 15 451 -213 1906192 1
243 -493 322404 1 3058395 9 244 -493 -2735991 0
132 -52 8052 0 1099875 10 131 -52 1107927 1
210 -246 166332 0 1484923 10 209 -246 1651255 1
75 -366 418949 1 4103273 9 76 -366 -3684324 0
298 260 2046020 1 2189820 15 298 260 -143800 0
-487 -373 -573379 1 395203 3 -440 -434 -968582 0
402 280 270219 0 42373 15 402 280 312592 1
-444 130 1319078 1 230938 6 -446 123 1088140 1
-60 -201 -305200 0 2544886 0 -261 -141 2239686 1
-358 -27 1729237 1 3934461 2 -351 -117 -2205224 0
-223 342 -897512 0 2837613 9 -223 343 1940101 1
166 73 -1715385 0 4114621 13 166 73 2399236 1
-159 490 1848482 0 250103 7 -156 492 2098585 1
-48 176 1744668 1 1137543 9 -48 175 607125 1
19 335 -494550 0 875157 14 19 335 380607 1
358 408 -1291098 0 1286841 9 358 408 -4257 0
41 390 831876 1 1201782 11 41 390 -369906 0
357 53 -2018637 1 853530 11 357 53 -2872167 0
-352 -122 -1253132 0 1907480 11 -353 -121 654348 1
-364 -198 1508788 1 3851878 14 -363 -199 -2343090 0
-172 -450 -853891 1 2200039 8 -170 -451 -3053930 0
260 -386 1847223 0 1407387 5 247 -394 3254610 1
272 -357 -1944185 1 541751 5 284 -349 -2485936 0
-268 -479 435612 1 1423182 8 -266 -481 -987570 0
-510 -247 -255455 1 1193254 15 -509 -248 -1448709 0
22 172 726968 0 1200764 12 22 172 1927732 1
-465 9 21620 1 2190596 11 -465 8 -2168976 0
210 53 586972 1 3424174 8 210 53 -2837202 0
-173 12 -223220 0 2695359 9 -173 13 2472139 1
-355 -234 930929 0 1850824 13 -356 -233 2781753 1
-173 -134 -773732 0 2076374 8 -174 -133 1302642 1
419 -52 -2079101 0 3782214 15 418 -52 1703113 1
362 -122 736546 0 2981722 4 354 -144 3718268 1
150 179 331138 1 167006 7 149 180 164132 1
86 -163 -1490919 0 3088845 3 65 -173 1597926 1
366 -235 420453 1 1195510 1 484 -52 -775057 0
39 227 -461243 1 1231622 6 36 227 -1692865 0
-100 321 -1124661 0 901857 6 -95 323 -222804 0
91 -84 360391 0 2668064 13 90 -84 3028455 1
-377 -448 794417 0 1817152 13 -378 -447 2611569 1
464 177 -460494 1 2433553 3 442 235 -2894047 0
-311 -222 -1902747 1 623400 14 -310 -223 -2526147 0
-211 84 394094 1 1163247 3 -221 57 -769153 0
371 -398 1963252 0 14221 11 370 -398 1977473 1
-358 -3 931999 1 1176571 6 -357 -9 -244572 0
408 -355 -1397532 0 538518 2 319 -457 -859014 0
341 -390 27209 1 1296024 11 342 -390 -1268815 0
358 -170 -362330 0 4158053 1 273 -349 3795723 1
-471 -23 426638 0 3509137 9 -472 -22 3935775 1
271 385 1224481 1 3864249 9 271 385 -2639768 0
-248 -312 -498304 1 2497013 2 -170 -374 -2995317 0
465 -41 808822 0 538530 2 454 -157 1347352 1
-75 105 -1032506 0 2276243 10 -75 106 1243737 1
-11 170 -410693 0 1538691 12 -11 171 1127998 1
114 47 1530277 1 2704207 15 114 47 -1173930 0
328 -44 -2070491 0 2535562 10 327 -44 465071 1
-55 -19 1040145 1 467848 15 -54 -20 572297 1
89 101 302513 1 416513 7 89 101 -114000 0
-278 -348 1931939 1 4028216 10 -277 -349 -2096277 0
-57 271 -738636 0 1426963 9 -57 272 688327 1
-21 54 1331784 0 2641449 9 -21 55 3973233 1
373 -399 -892619 0 99196 3 323 -445 -793423 0
-26 272 -1904083 0 2292384 7 -24 273 388301 1
-372 259 -1500972 0 771608 4 -356 283 -729364 0
-111 42 -799022 0 2135889 11 -111 43 1336867 1
120 -141 -877361 0 1210950 13 119 -141 333589 1
-40 -24 -868425 1 1545731 13 -39 -25 -2414156 0
417 -90 -1536456 0 934860 14 416 -90 -601596 0
180 270 285914 1 392622 10 180 270 -106708 0
87 -462 572982 1 352833 2 203 -441 220149 1
-126 339 491521 1 3143142 15 -126 338 -2651621 0
-478 161 -1893201 0 2742192 1 -398 400 848991 1
-187 -435 473652 0 931192 7 -191 -433 1404844 1
-58 204 607522 0 3578522 3 -33 212 4186044 1
-435 165 -1373071 1 1163320 4 -445 137 -2536391 0
-76 467 -1499867 0 3290837 1 157 505 1790970 1
-62 173 -2076288 0 38471 11 -62 174 -2037817 0
-130 -132 -2015142 0 3477940 0 -262 -2 1462798 1
303 -336 1334539 0 2211125 10 302 -336 3545664 1
200 433 -1503280 0 1742128 11 200 433 238848 1
16 -380 -1779558 0 2282932 3 -32 -382 503374 1
-343 -467 1962345 0 1277477 2 -460 -381 3239822 1
444 391 291838 0 1825733 15 444 391 2117571 1
344 144 -810177 1 1849677 15 344 144 -2659854 0
-163 468 1473484 1 3447330 10 -163 467 -1973846 0
-36 23 -1227753 0 2968292 10 -36 24 1740539 1
315 -168 -1152725 0 4152941 8 314 -169 3000216 1
-55 238 -620908 0 3500935 6 -52 239 2880027 1
10 33 291167 0 3565867 1 26 28 3857034 1
-142 -310 1816185 0 1635663 2 -220 -274 3451848 1
-306 128 -1728535 0 2012228 9 -306 129 283693 1
364 -436 1459865 1 848341 8 366 -435 611524 1
-206 -169 1868278 1 3909083 6 -203 -173 -2040805 0
314 -296 908415 1 2658842 3 351 -257 -1750427 0
-295 -394 1538166 1 2517353 15 -294 -395 -979187 0
-58 -217 1586053 1 1400724 0 159 -275 185329 1
-203 -166 -1722342 0 1445817 14 -204 -165 -276525 0
72 199 520646 0 1057097 1 171 163 1577743 1
376 -58 253089 0 162712 10 375 -58 415801 1
-46 373 -1711519 0 2842384 0 327 419 1130865 1
-137 507 421699 0 3333899 8 -136 508 3755598 1
12 -32 -1304113 0 556167 0 -20 -44 -747946 0
434 146 443203 1 3747653 7 433 149 -3304450 0
189 -167 231961 1 3600927 4 200 -156 -3368966 0
-244 227 -93334 1 2582982 11 -244 226 -2676316 0
-350 315 1151997 1 2324273 8 -351 313 -1172276 0
183 -274 -908087 0 2997648 1 46 -365 2089561 1
-34 173 -467949 1 2711991 12 -34 172 -3179940 0
221 373 -341110 0 2724202 5 232 367 2383092 1
95 431 742021 0 2602330 6 101 430 3344351 1
-498 305 1996388 1 2277062 13 -498 304 -280674 0
333 83 322302 1 2433257 13 333 83 -2110955 0
51 355 -421746 0 729531 6 56 355 307785 1
168 -372 -1684481 0 2676195 5 156 -377 991714 1
403 -77 -1954758 0 25528 13 402 -77 -1929230 0
-500 506 -677227 1 1749718 15 -500 505 -2426945 0
-317 -95 1290513 0 382797 3 -329 -55 1673310 1
-28 459 -2059715 0 228461 5 -14 460 -1831254 0
437 221 -1498860 0 3382000 9 437 221 1883140 1
177 319 -1716915 0 802769 14 177 319 -914146 0
203 473 -63481 1 3684575 13 203 473 -3748056 0
248 -433 -1708983 0 961445 13 247 -433 -747538 0
118 -308 -1795101 0 1295221 9 117 -308 -499880 0
263 -308 -104376 1 2772400 6 268 -304 -2876776 0
184 -323 -2048234 0 3190916 14 183 -323 1142682 1
-73 283 307204 0 1641686 7 -71 284 1948890 1
482 -407 895714 0 3109443 5 469 -422 4005157 1
39 -109 -1915180 0 953614 2 11 -118 -961566 0
393 -37 1380698 0 2512277 4 390 -61 3892975 1
423 -101 -2061640 1 992620 11 424 -101 -3054260 0
-86 -73 1471955 0 207093 7 -87 -72 1679048 1
496 54 -1820763 1 240280 4 493 85 -2061043 0
152 82 1575099 1 3680772 5 150 86 -2105673 0
-85 -388 1018537 0 2352588 15 -86 -387 3371125 1
-106 -93 -1189239 1 2193867 15 -105 -94 -3383106 0
360 -13 2018191 1 2703543 4 361 9 -685352 0
-333 11 -103446 1 2413403 7 -333 8 -2516849 0
-102 454 601020 0 1374682 12 -102 455 1975702 1
342 -500 1773530 1 2787298 10 343 -500 -1013768 0
-216 252 704068 1 3362522 13 -216 251 -2658454 0
449 -202 911846 1 153808 14 450 -202 758038 1
-60 -390 -1781019 1 450051 6 -53 -391 -2231070 0
168 434 1782439 1 4053779 13 168 434 -2271340 0
-356 502 -830602 0 3714703 8 -355 504 2884101 1
461 229 204624 1 4125596 7 460 232 -3920972 0
-323 -56 -842676 1 1534740 13 -322 -57 -2377416 0
177 207 478720 0 2830055 3 202 185 3308775 1
-141 -51 217172 0 1659325 15 -142 -50 1876497 1
-340 -488 827274 0 1708148 5 -356 -477 2535422 1
-270 341 1599320 1 3774483 12 -270 340 -2175163 0
488 137 251306 1 678126 11 488 137 -426820 0
454 332 650494 1 222529 12 454 332 427965 1
-473 444 191217 1 2500759 14 -473 443 -2309542 0
-302 -275 1116391 1 1834126 8 -300 -277 -717735 0
8 378 123961 1 2752100 3 -39 379 -2628139 0
-6 -406 385870 1 1134124 11 -5 -407 -748254 0
347 351 -1253245 0 2419292 3 390 308 1166047 1
-77 231 -1400017 0 2842528 10 -77 232 1442511 1
371 -58 330148 1 2817430 2 386 34 -2487282 0
172 -81 -1754518 0 1752205 8 171 -81 -2313 0
-33 -157 -1876304 0 1247463 9 -34 -156 -628841 0
-386 29 2036837 1 1205265 3 -389 -20 831572 1
348 -335 -887978 0 2259304 15 347 -335 1371326 1
447 -127 1940595 1 699948 12 448 -127 1240647 1
-319 -245 609725 0 212738 3 -350 -205 822463 1
245 -464 -1282779 1 2573598 9 246 -464 -3856377 0
388 -62 1309603 1 2089595 1 419 132 -779992 0
-229 -205 1177349 0 2894033 9 -230 -204 4071382 1
165 -15 -1707375 1 2328047 6 166 -13 -4035422 0
16 65 -583360 0 426040 2 32 61 -157320 0
-434 392 1192950 1 1154467 10 -434 391 38483 1
-481 153 -1873807 1 442961 9 -481 152 -2316768 0
136 278 889934 1 3881353 12 136 278 -2991419 0
-409 -12 -2071811 1 995718 7 -408 -16 -3067529 0
161 387 811777 0 2317834 2 257 347 3129611 1
-217 -67 1493896 1 2606228 10 -216 -68 -1112332 0
314 175 -431082 0 1270910 10 314 175 839828 1
-388 -42 1061141 0 598458 2 -399 55 1659599 1
-442 -464 -57009 1 1065154 7 -438 -468 -1122163 0
387 156 2021510 1 151762 13 387 156 1869748 1
58 32 1293454 1 3434190 9 58 32 -2140736 0
-191 394 -1015510 0 817297 14 -191 395 -198213 0
-400 -353 851870 0 219842 5 -412 -340 1071712 1
-490 -14 966370 0 358473 0 -504 476 1324843 1
185 -462 -707188 1 602749 4 214 -451 -1309937 0
45 143 -168030 0 1996231 12 45 143 1828201 1
-280 124 -16229 0 3382261 15 -280 125 3366032 1
493 -386 2042187 0 655219 11 492 -386 2697406 1
500 278 1385164 1 1804418 10 500 278 -419254 0
-133 -49 -676385 1 1527576 9 -132 -50 -2203961 0
-297 -172 -263007 1 2966208 8 -296 -174 -3229215 0
413 411 -158561 1 3617436 5 401 423 -3775997 0
-476 -259 -1645804 1 100974 9 -475 -260 -1746778 0
-98 -107 -242915 1 3116584 8 -97 -108 -3359499 0
-95 184 -484740 1 520306 3 -118 172 -1005046 0
-203 237 -1146741 0 547715 9 -203 238 -599026 0
115 -52 937255 1 3744796 1 141 5 -2807541 0
203 -183 111288 0 3064118 4 191 -195 3175406 1
127 141 904065 0 20340 7 128 141 924405 1
298 481 -1689694 1 1901571 6 291 485 -3591265 0
140 104 -741275 1 362534 12 140 104 -1103809 0
287 -217 -697233 1 1326296 8 288 -216 -2023529 0
-152 13 -436592 1 2573723 13 -152 12 -3010315 0
403 -51 -1944597 1 1661910 5 405 -39 -3606507 0
-264 -437 1621082 1 2713062 5 -250 -446 -1091980 0
143 -443 1295367 1 2751654 5 157 -439 -1456287 0
-24 -359 852659 1 1183256 15 -23 -360 -330597 0
-6 -154 -143570 1 737578 12 -5 -155 -881148 0
124 -216 -1094084 1 832239 9 125 -216 -1926323 0
-478 15 399137 1 3572790 12 -478 14 -3173653 0
487 -77 -1432119 0 2631940 14 486 -77 1199821 1
-432 61 344037 1 463055 13 -432 60 -119018 0
43 472 -1353426 0 3834010 12 43 472 2480584 1
138 416 -1757342 0 349902 8 139 416 -1407440 0
-315 -186 -346176 1 1040459 8 -314 -188 -1386635 0
-324 45 419136 1 4045742 5 -325 34 -3626606 0
511 -120 -1682969 0 3674879 7 510 -123 1991910 1
-8 -447 -73309 1 3144607 8 -6 -448 -3217916 0
-316 450 1963001 0 2168895 3 -260 490 4131896 1
-369 -130 -1073119 1 2114835 2 -336 -223 -3187954 0
-58 -184 -1082418 0 2165635 14 -59 -183 1083217 1
-221 -118 -36185 0 1033641 8 -222 -117 997456 1
370 -124 -1864209 1 1727685 5 374 -113 -3591894 0
-334 -428 328387 0 1258770 13 -335 -427 1587157 1
94 -19 310286 1 3495744 9 95 -19 -3185458 0
-326 -406 -958440 0 2888558 12 -327 -405 1930118 1
-140 -474 -1601317 1 1595877 6 -132 -477 -3197194 0
-309 186 -1120877 0 90793 0 -123 495 -1030084 0
-256 56 -921248 0 3954689 3 -249 88 3033441 1
-463 85 852896 1 2929106 11 -463 84 -2076210 0
-388 -322 1010010 0 3070097 5 -399 -309 4080107 1
327 71 -1418962 1 2451071 10 327 71 -3870033 0
-74 284 -343789 0 1719423 7 -72 285 1375634 1
194 -201 1195742 0 1275023 10 193 -201 2470765 1
-74 282 -1332921 0 4070902 15 -74 283 2737981 1
-111 91 -1847435 0 2172864 3 -100 105 325429 1
20 -375 -553337 0 97848 6 14 -375 -455489 0
467 -232 -1270579 1 2689398 9 468 -232 -3959977 0
-376 -393 -338200 1 10242 15 -375 -394 -348442 0
-38 -335 -1621354 0 1978768 8 -40 -334 357414 1
-231 47 1832759 1 2871771 5 -232 39 -1039012 0
254 87 12474 1 3318203 9 254 87 -3305729 0
206 -137 642986 0 2210197 12 205 -137 2853183 1
160 -407 -671128 1 3522443 1 364 -327 -4193571 0
434 -53 621230 0 975015 5 432 -66 1596245 1
116 -315 -823247 1 1413434 4 136 -308 -2236681 0
498 51 -1708675 1 1789193 15 498 51 -3497868 0
28 -364 -551473 1 3338210 1 210 -350 -3889683 0
-69 76 284313 0 3281914 0 7 145 3566227 1
-206 462 -1261057 1 712381 13 -206 461 -1973438 0
159 -413 1530537 1 1580978 10 160 -413 -50441 0
418 -264 2056942 1 971750 4 435 -238 1085192 1
-382 415 -1556588 0 2702516 5 -370 427 1145928 1
-280 -190 -762445 0 3182887 10 -281 -189 2420442 1
356 117 1668113 1 2244069 5 353 128 -575956 0
428 -389 -926430 1 2669898 7 432 -386 -3596328 0
-136 128 -507414 0 1581088 11 -136 129 1073674 1
294 -318 -1065645 0 624935 15 293 -318 -440710 0
-196 259 -991285 0 3912125 10 -196 260 2920840 1
-254 497 252536 1 3414346 9 -254 496 -3161810 0
452 -258 -1610976 1 2421937 9 453 -258 -4032913 0
99 273 517071 0 3093946 15 99 273 3611017 1
-488 239 448831 1 2224713 11 -488 238 -1775882 0
-97 -86 -1070162 0 3631978 5 -100 -82 2561816 1
130 157 1804903 0 459167 5 134 153 2264070 1
-155 -305 935080 0 1731232 12 -156 -304 2666312 1
-31 235 -1645411 0 696486 8 -31 236 -948925 0
-194 46 721948 1 3374795 8 -194 45 -2652847 0
239 244 495985 0 2851265 8 239 244 3347250 1
-230 24 152846 0 1335226 0 -206 254 1488072 1
-151 -55 882672 0 1783276 15 -152 -54 2665948 1
-324 341 -968369 1 2980461 12 -324 340 -3948830 0
440 -439 -1504710 0 512235 12 439 -439 -992475 0
-502 194 1465945 1 3700297 5 -508 178 -2234352 0
45 -10 740237 1 545263 2 48 1 194974 1
162 -36 -804771 0 2807683 4 159 -46 2002912 1
204 130 -1775688 1 1299615 8 204 130 -3075303 0
335 169 -929547 1 447997 8 335 170 -1377544 0
-17 22 1570638 1 2274070 12 -17 21 -703432 0
223 -224 1256582 0 2140727 7 221 -225 3397309 1
362 -395 459986 0 875611 10 361 -395 1335597 1
-165 159 266459 1 3999943 11 -165 158 -3733484 0
-387 -312 -662364 0 2932078 11 -388 -311 2269714 1
204 -493 -380254 0 4172693 11 203 -493 3792439 1
-122 319 -1268154 1 1569383 2 -201 288 -2837537 0
403 300 1974091 0 692484 5 412 288 2666575 1
-333 -502 618690 0 1965107 8 -335 -500 2583797 1
-126 15 1684046 0 1950082 13 -126 16 3634128 1
413 155 -528395 0 1099279 15 413 155 570884 1
131 59 -2021829 0 540345 9 131 59 -1481484 0
-373 454 805767 1 3539913 3 -429 407 -2734146 0
-406 -198 -1279677 1 969721 6 -402 -205 -2249398 0
379 -305 1572898 1 725900 10 380 -305 846998 1
266 46 2027438 0 1731752 6 266 42 3759190 1
-344 -442 -104867 1 3186774 10 -343 -443 -3291641 0
267 258 -1646731 0 1171504 9 267 258 -475227 0
-448 142 68476 1 1089193 7 -449 138 -1020717 0
61 -156 1314780 0 2260321 7 59 -156 3575101 1
178 -503 476148 1 3633321 15 179 -503 -3157173 0
109 446 1958775 1 2602644 4 82 452 -643869 0
35 65 -1758596 1 1884692 5 33 66 -3643288 0
-501 -388 1282879 0 698849 10 -502 -387 1981728 1
455 -83 -1763250 0 2885078 6 453 -90 1121828 1
-403 502 -735711 0 2085398 13 -403 503 1349687 1
172 -399 -1322925 0 2813587 15 171 -399 1490662 1
-505 392 654590 0 278114 13 -505 393 932704 1
264 -322 569830 1 2456046 9 265 -322 -1886216 0
-343 313 1760660 1 66015 4 -362 291 1694645 1
214 79 1104399 1 4065537 9 214 79 -2961138 0
-52 -303 227253 1 2851291 3 -14 -310 -2624038 0
169 -259 1149765 0 2141726 5 160 -264 3291491 1
-214 -423 295030 1 1422121 9 -213 -424 -1127091 0
-250 -449 1116748 0 1722092 15 -251 -448 2838840 1
-111 60 433477 1 1027583 11 -111 59 -594106 0
-309 365 -1735904 1 1845988 6 -314 360 -3581892 0
-210 -241 -600903 0 3371625 10 -211 -240 2770722 1
92 -21 -536643 1 400860 6 93 -20 -937503 0
320 452 -706132 1 1755871 12 320 452 -2462003 0
-315 -76 70343 0 3670013 11 -316 -75 3740356 1
-476 -241 2018301 1 1412699 6 -472 -249 605602 1
176 -426 214194 1 187156 9 177 -426 27038 1
-12 478 -220046 1 92711 7 -15 477 -312757 0
388 -220 339426 1 1348605 7 390 -217 -1009179 0
-57 279 1920225 0 1914404 8 -56 280 3834629 1
174 346 1185731 1 3760612 13 174 346 -2574881 0
253 -391 1499380 1 3586689 13 254 -391 -2087309 0
249 -105 -1782441 0 808948 10 248 -105 -973493 0
256 -198 -518782 1 656713 7 258 -196 -1175495 0
225 -160 -367605 1 1342104 15 226 -160 -1709709 0
-142 -459 710286 0 2716616 1 -372 -388 3426902 1
-428 -493 1071267 0 301210 14 -429 -492 1372477 1
323 310 -1348806 0 721314 4 342 290 -627492 0
-430 -477 -121317 1 2364423 13 -429 -478 -2485740 0
-373 442 -687960 0 636490 9 -373 443 -51470 0
69 395 276051 0 2194532 7 72 395 2470583 1
-43 437 -1408449 1 692470 6 -49 436 -2100919 0
-224 -46 -803688 1 2318566 3 -218 -74 -3122254 0
-156 454 -75305 1 3041605 7 -159 452 -3116910 0
-55 -252 -491152 1 526536 9 -54 -253 -1017688 0
369 386 -1260771 0 2150199 11 369 386 889428 1
170 -318 145650 0 1989522 12 169 -318 2135172 1
38 -296 1274246 0 2167360 3 1 -300 3441606 1
-91 451 -1780847 0 940904 12 -91 452 -839943 0
-43 177 -543129 0 1460159 5 -38 179 917030 1
-316 -263 499399 0 2315677 13 -317 -262 2815076 1
-284 -88 -1292079 1 166972 5 -281 -97 -1459051 0
-286 -140 682272 0 207938 15 -287 -139 890210 1
127 68 995571 1 1327567 11 127 68 -331996 0
173 -331 -337921 1 2900958 10 174 -331 -3238879 0
-158 -349 -687196 1 1127613 15 -157 -350 -1814809 0
-353 45 27851 0 2928296 3 -348 90 2956147 1
452 -138 -544620 0 3095614 8 451 -139 2550994 1
131 102 1394203 0 485975 12 131 102 1880178 1
282 -183 -1934113 0 2167896 3 259 -218 233783 1
285 -5 606971 1 3968892 12 286 -5 -3361921 0
430 -40 -1555486 0 3605191 12 429 -40 2049705 1
140 55 -177832 1 1931277 0 85 195 -2109109 0
29 144 1625815 0 1585489 13 29 144 3211304 1
-383 -207 1658826 1 3601577 10 -382 -208 -1942751 0
24 256 -1536734 1 571516 2 -40 262 -2108250 0
43 425 -664882 0 2145946 7 46 425 1481064 1
-237 -130 -46229 1 335505 10 -236 -131 -381734 0
161 477 -2001610 0 1574278 13 161 477 -427332 0
128 382 -561331 0 129604 15 128 382 -431727 0
-67 -316 1719876 0 1586882 0 -383 -249 3306758 1
370 -498 873608 1 2469294 15 371 -498 -1595686 0
70 -299 -199494 0 27061 12 69 -299 -172433 0
355 300 375250 0 3638127 3 392 256 4013377 1
